index,Name,Disc_height,Disc_width,Cup_height,Cup_width,CDR_vertical,CDR_horizontal,Fractal_dimension,Vessel_density,Average_width,Distance_tortuosity,Squared_curvature_tortuosity,Tortuosity_density,Artery_Fractal_dimension,Artery_Vessel_density,Artery_Average_width,Artery_Distance_tortuosity,Artery_Squared_curvature_tortuosity,Artery_Tortuosity_density,Vein_Fractal_dimension,Vein_Vessel_density,Vein_Average_width,Vein_Distance_tortuosity,Vein_Squared_curvature_tortuosity,Vein_Tortuosity_density,CRAE_Hubbard,CRVE_Hubbard,AVR_Hubbard,CRAE_Knudtson,CRVE_Knudtson,AVR_Knudtson
0,1.png,163,165,109,100,0.6687116564417178,0.6060606060606061,1.1534859207538402,0.012660145429362881,11361.882466903455,1.6643623676450303,5.085679476113662,0.5855305486694904,1.008848848406652,0.006527248768851955,10435.380116959066,1.5739443428587971,4.43873907431762,0.6604472190812959,0.9119247117053821,0.005209535626346568,13440.491661251897,2.369948877867875,3.360829998613154,0.6587788005662403,23950.880867356977,27406.570375997642,0.8739101806161372,21324.530739651305,30361.161280897,0.7023621574405499
